bookID,title,authors,average_rating,isbn,  num_pages,publication_date,publisher,
35574,The Rough Guide to The Beatles,Chris Ingham,3.91,1843537206,325,9/1/06,Rough Guides,
35578,The Beatles Complete - Updated Edition,The Beatles,4.47,881885959,303,12/1/86,Hal Leonard Publishing Corporation,
35581,The Love You Make: An Insider's Story of the Beatles,Peter     Brown/Steven Gaines/Anthony DeCurtis,4.08,451207351,464,11/5/02,NAL,
35592,Magic Circles: The Beatles in Dream and History,Devin McKinney,3.88,067401636X,432,10/18/04,Harvard University Press,
35602,A Day in the Life: The Music and Artistry of the Beatles,Mark Hertsgaard,4.16,385315171,448,3/1/96,Delta,
35633,Complete Beatles Chronicle  The,Mark Lewisohn/Peter  Guzzardi,4.39,517581000,365,9/22/92,Harmony,
35652,The Beatles Diary  Vol 1: From Liverpool to London (Falk Symposium),Keith Badman/Keith Badman,4.56,711983089,376,2/1/01,Omnibus Press,
35655,Two of Us: The Story of a Father  a Son  and the Beatles,Peter J. Smith,3.53,618251456,206,2/4/04,Houghton Mifflin Harcourt,
35666,A Hard Day's Write: The Stories Behind Every Beatles Song,Steve Turner,4.18,62736981,224,11/1/99,HarperResource,
35668,The Beatles,Hunter Davies,4.1,393328864,416,4/17/06,W. W. Norton  Company,
35669,Complete Idiot's Guide to The Beatles,Richard Buskin/Allan Kozinn,3.73,28621301,384,12/1/97,Alpha,
35689,Beatles: Every Little Thing,Maxwell Mackenzie,3.83,380796988,224,12/1/98,It Books,
35710,Margot Fonteyn,Meredith Daneman,4.03,140165304,704,8/4/05,Penguin,
35711,A General Theory of Love,Thomas Lewis/Fari Amini/Richard Lannon,4.11,375709223,288,1/9/01,Vintage,
35722,Mad Cowboy: Plain Truth from the Cattle Rancher Who Won't Eat Meat,Howard F. Lyman/Glen Merzer,4.13,684854465,224,8/2/01,Scribner,
35724,The Life You Were Born to Live,Dan Millman,4.11,1567313981,464,9/1/00,MJF Books,
35729,Lover Eternal (Black Dagger Brotherhood  #2),J.R. Ward,4.35,451218043,464,3/7/06,Signet,
35735,The Silmarillion  Volume 3,J.R.R. Tolkien/Martin Shaw,4.19,553525026,0,9/1/98,Random House Audio,
35750,Sodom and Gomorrah (In Search of Lost Time  #4),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.35,375753109,784,2/16/99,Modern Library Classics,
35751,Swanns Way (In Search of Lost Time #1),Marcel Proust,4.14,701137681,534,10/1/92,Chatto and Windus,
35757,Missing Persons and Mistaken Identities: Women and Gender in Ancient Israel,Phyllis A. Bird,3.8,800631285,304,1/1/97,Augsburg Fortress Publishing,
35760,Mistaken Identity,Nayantara Sahgal,2.98,8172235224,324,12/30/16,Harper Collins,
35781,The Skeptic's Dictionary: A Collection of Strange Beliefs  Amusing Deceptions  and Dangerous Delusions,Robert Todd Carroll,4.02,471272426,446,7/1/03,Wiley,
35786,The Bush Dyslexicon: Observations on a National Disorder,Mark Crispin Miller,3.56,393322963,370,6/17/02,W. W. Norton  Company,
35787,Extraordinary Popular Delusions & the Madness of Crowds (Great Minds),Charles Mackay,3.88,1573928917,724,5/1/01,Prometheus Books,
35790,Extraordinary Popular Delusions and the Madness of Crowds/Confusión de Confusiones (Marketplace Book),Martin S. Fridson/Charles Mackay/Joseph de La Vega,3.91,471133124,224,12/29/95,Wiley,
35792,The Crowd/Extraordinary Popular Delusions & the Madness of Crowds,Gustave Le Bon/Charles Mackay,3.93,934380236,288,11/1/93,Wasendorf & Associates Inc,
35805,The Capture (Guardians of Ga'Hoole  #1),Kathryn Lasky,3.9,439405572,222,6/1/03,Scholastic Paperbacks,
35806,The Journey (Guardians of Ga'Hoole  #2),Kathryn Lasky,4,439405580,242,9/1/03,Scholastic  Inc.,
35807,The Rescue (Guardians of Ga'Hoole  #3),Kathryn Lasky,4.07,439405599,198,1/1/04,Scholastic  Inc.,
35810,The Night Journey,Kathryn Lasky,3.77,142403229,160,3/17/05,Puffin Books,
35811,The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,4.29,312878605,966,1/14/02,Tom Doherty Associates/Orb Books,
35815,Sunstorm (A Time Odyssey  #2),Arthur C. Clarke/Stephen Baxter,3.83,345452518,356,2/28/06,Del Rey Books,
35819,Lair of the White Worm,Bram Stoker,2.86,646418424,120,10/1/02,Deodand Publishing,
35822,Best Ghost and Horror Stories,Bram Stoker/Richard Dalby,3.52,486297160,272,11/2/11,Dover Publications,
35825,The Blonde on the Street Corner,David Goodis,3.71,1852424478,155,1/15/98,Serpent's Tail,
35826,Of Tender Sin,David Goodis/Adrian Wootton,3.69,1852426748,181,2/16/01,Serpent's Tail,
35827,The Moon in the Gutter,David Goodis/Adrian Wootton,3.65,1852424494,183,12/8/98,Serpent's Tail,
35835,Dear Peter Rabbit,Alma Flor Ada/Leslie Tryon,4.13,1416912339,32,1/1/06,Aladdin Paperbacks,
35846,The Chocolate-Covered Contest (Nancy Drew  #151),Carolyn Keene,3.89,067103443X,160,9/1/99,Aladdin,
35848,Ghost Stories (Nancy Drew),Carolyn Keene,3.75,671691325,160,10/1/89,Aladdin,
35860,The Humor of the American Cowboy,Stan Hoig/Nick Eggenhofer,3.43,803273592,200,7/1/06,Bison Books,
35870,Ghost in the Shell (Ghost in the Shell  #1),Masamune Shirow,4.18,1593072287,350,6/20/06,Dark Horse Comics,
35875,Ghost in the Shell,Masamune Shirow,4.18,1845760182,368,2/25/05,Titan,
35878,Ghost in the Shell 2: Innocence: After The Long Goodbye,Masaki Yamada/Yuji Oniki/Carl Gustav Horn/Daigo Shinma/Keita Saeki/Mamoru Oshii/Shinji Maki,3.97,1421513943,196,7/17/07,VIZ Media LLC,
35880,At the Edge (Psychic Triplet Trilogy  #1),Cait London,3.79,61140503,384,5/29/07,Avon,
35882,Tallchief: The Hunter (The Tallchiefs #9),Cait London,4.12,373764197,192,1/25/02,Silhouette Desire,
35886,With Her Last Breath,Cait London,3.66,006000181X,384,6/24/03,Avon,
35888,Tallchief For Keeps (The Tallchiefs #3),Cait London,4.2,373483376,296,12/25/96,Silhouette,
35895,The Sgt. Rock Archives  Vol. 3,Robert Kanigher/Joe Kubert/Russ Heath/Mark Chiarello/Jerry Grandinetti/Irv Novack,4.47,1401204104,224,8/1/05,DC Comics,
35896,The Sgt. Rock Archives  Vol. 1,Robert Kanigher/Bob Haney/Joe Kubert/Jerry Grandinetti,4.2,1563898411,240,5/1/02,DC Comics,
35903,Sgt. Rock: The Prophecy,Joe Kubert,3.47,1401212484,144,4/7/07,DC Comics,
35907,Sgt. Frog  Vol. 13 (Sgt. Frog  #13),Mine Yoshizaki,4.23,1427802114,192,6/1/07,TokyoPop,
35908,The Elements of Style,William Strunk Jr./E.B. White,4.19,24181900,85,12/12/91,MacMillan Publishing Company,
35921,On Basilisk Station (Honor Harrington  #1),David Weber,4.13,1416509372,458,7/26/05,Baen Books,
35924,The Lure of the Basilisk (The Lords of Dûs  #1),Lawrence Watt-Evans,3.71,1587155877,208,11/1/01,Wildside Press,
35925,Love Smart: Find the One You Want--Fix the One You Got,Phillip C. McGraw,3.56,074329243X,283,12/26/06,Free Press,
35926,Love Smart: Find the One You Want--Fix the One You Got,Phillip C. McGraw,3.56,743272099,284,12/6/05,Free Press,
35927,Smart Love,Martha Heineman Pieper/William J. Pieper,3.91,1558321829,272,5/1/01,Harvard Common Press,
35958,Sagwa  the Chinese Siamese Cat,Amy Tan/Gretchen Schields,4.03,689846177,40,9/1/01,Aladdin Paperbacks,
35959,The Bonesetter's Daughter,Amy Tan,3.99,6550436,352,10/1/04,Harper Perennial,
35963,The Opposite of Fate,Amy Tan,3.92,7170408,398,7/1/04,Harper Perennial,
35975,Bonesetter's Daughter,Amy Tan/Joan Chen,3.99,1597770760,11,1/1/06,Phoenix Audio,
35983,The Horizontal World: Growing Up Wild in the Middle of Nowhere,Debra Marquart,3.77,1582433453,270,6/13/06,Counterpoint LLC,
35986,Horizontal Gene Transfer,Michael Syvanen/Clarence I. Kado,4,126801266,445,1/16/02,Academic Press,
35987,The Greek Islands,Lawrence Durrell,3.89,571214266,332,4/8/02,Faber & Faber,
35988,The Avignon Quintet: Monsieur  Livia  Constance  Sebastian and Quinx,Lawrence Durrell,4.07,571225551,1376,11/1/04,Faber & Faber,
35991,Through the Dark Labyrinth: A Biography of Lawrence Durrell,Gordon Bowker,3.83,312172257,480,12/31/97,St. Martin's Press,
35997,Clear Light of Day,Anita Desai,3.68,618074511,183,9/12/00,Mariner Books,
36004,In Custody,Anita Desai,3.33,140238131,204,8/1/94,Penguin Books Ltd,
36005,Baumgartner's Bombay,Anita Desai,3.47,618056807,240,5/19/00,Mariner Books,
36023,Tim Burton: Interviews,Kristian Fraga,4.26,1578067596,192,1/22/10,University Press of Mississippi,
36025,Mysteries,Colin Wilson,4.08,1842931857,672,7/28/06,Watkins,
36028,The Occult: A History,Colin Wilson,3.91,394718135,606,2/12/73,Vintage/Random House Inc. (NYC),
36047,Exemplary Novels IV: Lady Cornelia  the Deceitful Marriage  the Dialogue of the Dogs,Miguel de Cervantes Saavedra/John Macklin,4.2,856684988,167,1/1/92,Aris & Phillips,
36048,In the Royal Manner : Expert Advice on Etiquette and Entertaining from the Former Butler to Diana  Princess of Wales,Paul Burrell,3.64,044652641X,144,12/14/08,Warner Books,
36060,Because the Night (Lloyd Hopkins  #2),James Ellroy,3.48,1400095298,288,10/18/05,Vintage,
36062,Crime Wave: Reportage and Fiction from the Underside of L.A.,James Ellroy/Art Cooper,3.59,037570471X,288,1/26/99,Vintage Crime/Black Lizard,
36063,Suicide Hill (Lloyd Hopkins  #3),James Ellroy,3.53,1400095301,288,8/8/06,Vintage,
36064,American Tabloid (Underworld USA #1),James Ellroy,4.21,037572737X,592,4/24/01,Vintage/Random House (NY),
36067,Your Cheatin' Heart,Nancy Bartholomew,3.69,61014095,336,2/2/00,HarperTorch,
36071,First Things First,Stephen R. Covey/A. Roger Merrill/Rebecca R. Merrill,4.1,684802031,384,1/17/96,Free Press,
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey/Jim Collins,4.1,743269519,372,11/9/04,Free Press,
36076,The Speed of Trust: The One Thing that Changes Everything,Stephen M.R. Covey,3.99,074329730X,384,10/17/06,Free Press,
36085,Everything Bad is Good for You,Steven Johnson,3.5,1594481946,254,5/2/06,Riverhead Books,
36086,The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science  Cities  and the Modern World,Steven Johnson,3.9,1594489254,299,11/1/06,Riverhead Books,
36128,The Fountains of Paradise,Arthur C. Clarke,3.96,151327734,245,1/1/79,Harcourt Brace Jovanovich (NY),
36137,Bad Dreams,Kim Newman,3.16,786702273,280,4/25/95,Running Press,
36140,Strawberry Days: How Internment Destroyed a Japanese American Community,David Neiwert,4,140396792X,288,6/4/05,St. Martin's Press,
36154,The Price of Glory (Saga of the Gray Death Legion  #3),William H. Keith Jr.,3.89,1555600387,321,10/1/87,FASA Corp.,
36157,Feast of Souls (The Magister Trilogy  #1),C.S. Friedman,3.89,756404320,464,1/2/07,DAW,
36158,In Conquest Born (In Conquest Born  #1),C.S. Friedman,3.88,756400430,530,11/1/01,DAW,
36159,Black Sun Rising (The Coldfire Trilogy  #1),C.S. Friedman,3.93,756403146,496,9/6/05,Daw Books,
36160,Crown of Shadows (The Coldfire Trilogy  #3),C.S. Friedman,4.17,756403189,432,11/1/05,DAW,
36161,The Madness Season,C.S. Friedman,4.05,886774446,495,10/3/90,DAW Books Inc,
36162,This Alien Shore,C.S. Friedman,4.04,886777992,564,7/1/99,DAW,
36190,Whirlpool,Elizabeth Lowell/Ann Maxwell,3.78,60511133,448,10/31/06,Avon,
36191,Reckless Love (MacKenzie-Blackthorn #1),Elizabeth Lowell,3.8,373772521,384,12/26/06,Harlequin,
36193,Warrior (MacKenzie-Blackthorn #5),Elizabeth Lowell,3.91,1551669048,256,4/24/02,MIRA,
36195,Only Mine (Only Series  #2),Elizabeth Lowell,3.92,380763397,400,5/27/03,Avon,
36197,The Secret Sister,Ann Maxwell/Elizabeth Lowell,3.65,60511109,416,10/25/05,Avon,
36198,Tell Me No Lies,Elizabeth Lowell,3.99,373771258,576,1/31/06,HQN,
36203,Sweet Rosie O'Grady,Joan Jonker,4.48,747253749,416,3/13/97,Headline,
36216,Fergus and the Night-Demon,Jim  Murphy/John Manders,3.69,618339558,32,9/18/06,Clarion Books,
36244,The Secret on Ararat (Babylon Rising  #2),Tim LaHaye/Bob Phillips,4.23,553586076,416,11/28/06,Bantam,
36252,Avalon,Anya Seton/Philippa Gregory,3.87,1556526008,440,5/1/06,Chicago Review Press,
36253,The Winthrop Woman,Anya Seton/Philippa Gregory,4.09,155652644X,588,9/1/06,Chicago Review Press,
36255,The Hearth and Eagle,Anya Seton,3.89,449236412,476,9/12/80,Fawcett,
36259,Media Unlimited: How the Torrent of Images & Sounds Overwhelms Our Lives,Todd Gitlin,3.55,805072837,256,1/6/03,Picador,
36260,The Whole World is Watching: Mass Media in the Making and Unmaking of the New Left with a New Preface,Todd Gitlin,3.73,520239326,352,5/1/03,University of California Press,
36261,The Sixties: Years of Hope  Days of Rage,Todd Gitlin,3.73,553372122,544,7/1/93,Bantam Books (NY),
36262,The Intellectuals and the Flag,Todd Gitlin,3.59,231124929,167,1/1/06,Columbia University Press,
36264,The Whole World Is Watching: Mass Media in the Making & Unmaking of the New Left,Todd Gitlin,3.73,520040244,344,10/15/81,University of California Press,
36266,Magical Creatures (Easy To Read! Easy To Draw!),Joan Holub/Dana Regan,3,843104368,48,10/27/03,Price Stern Sloan,
36268,The Pizza That We Made,Joan Holub/Lynne Avril Cravath,3.54,142300195,32,9/10/01,Penguin Young Readers,
36303,'Salem's Lot,Stephen King,4.02,451139690,427,8/1/76,Signet,
36310,The Portable Edgar Allan Poe,Edgar Allan Poe/J. Gerald Kennedy,4.31,143039911,672,9/28/06,Penguin Books,
36311,Great Short Works,Edgar Allan Poe/Gary Richard Thompson,4.26,006083093X,576,11/28/70,Harper Perennial,
36313,Tales,H.P. Lovecraft/Peter Straub,4.34,1931082723,838,2/3/05,Library of America,
36314,Tales of H.P. Lovecraft,H.P. Lovecraft/Joyce Carol Oates,4.19,60957905,352,9/19/00,Ecco,
36315,The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,H.P. Lovecraft/August Derleth/Robert Bloch,4.31,345350804,406,10/29/02,Ballantine Books,
36316,The Doom That Came to Sarnath and Other Stories,H.P. Lovecraft/Lin Carter,4.12,345331052,208,9/13/91,Del Rey,
36317,The Transition of H. P. Lovecraft: The Road to Madness,H.P. Lovecraft/Barbara Hambly,4.3,345384229,379,10/1/96,Del Rey,
36319,The Art of H.P. Lovecraft's the Cthulhu Mythos,Pat Harrigan/Brian  Wood/Jeremy McHugh,4.05,1589943074,191,10/31/06,Fantasy Flight Games,
36321,The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death,H.P. Lovecraft/E. Hoffmann Price/Neil Gaiman,4.23,345384210,387,2/25/03,Del Rey,
36333,Loving Will Shakespeare,Carolyn Meyer,3.47,152054510,265,10/1/06,Harcourt Children's Books,
36334,Doomed Queen Anne (Young Royals  #3),Carolyn Meyer,3.87,152050868,240,5/1/04,HMH Books for Young Readers,
36336,Patience  Princess Catherine (Young Royals  #4),Carolyn Meyer,3.79,152054472,208,1/1/09,HMH Books for Young Readers,
36338,Marie  Dancing,Carolyn Meyer,3.76,152051163,272,10/1/05,HMH Books for Young Readers,
36340,Isabel: Princesa De Castilla  España  1466,Carolyn Meyer/Carme Camps Monf,3.71,8478886745,184,10/3/01,Salamandra,
36348,Monte Cook Presents The Year's Best D20 (Volume One),Monte Cook,4.2,1588467988,96,8/15/05,Malhavoc Press,
36361,1848: The Revolution of the Intellectuals,Lewis B. Namier/James Joll,3.11,197261116,144,3/12/92,British Academy,
36368,Suddenly Daddy (Suddenly #1),Loree Lough,3.78,373870280,256,4/24/98,Love Inspired,
36397,Great Short Stories by American Women,Candace Ward,3.96,486287769,208,2/5/96,Dover Publications  Inc.,
36399,Children's Christmas Stories and Poems: In Easy-to-Read Type,Bob Blaisdell/Pat Ronson Stewart,4.5,486286568,96,11/17/11,Dover Publications,
36402,The Governess; or  The Little Female Academy,Sarah Fielding/Candace Ward,2.63,1551114127,242,9/26/05,Broadview Press Inc,
36421,The Star-Spangled Banner (Symbols of America),Debra Hess,4,761417109,40,1/1/03,Cavendish Square Publishing,
36422,The Liberty Bell (Symbols of America),Debra Hess,3.83,761417133,40,1/1/03,Cavendish Square Publishing,
36423,The Statue of Liberty (Symbols of America),Debra Hess,4,761417079,40,1/1/03,Cavendish Square Publishing,
36424,The White House (Symbols of America),Debra Hess,4,761417125,40,1/1/04,Cavendish Square Publishing,
36425,The American Flag (Symbols of America),Debra Hess,4,761417095,39,1/1/04,Cavendish Square Publishing,
36434,Touched with Fire: Manic-Depressive Illness and the Artistic Temperament,Kay Redfield Jamison,4.02,068483183X,384,10/18/96,Free Press,
36438,Manic-Depressive Illness: Bipolar Disorders and Recurrent Depression,Frederick K. Goodwin/Kay Redfield Jamison,4.4,195135792,1262,3/1/07,Oxford University Press  USA,
36447,The Bone Yard,Paul J. Mikol/Dean Koontz/F. Paul Wilson/Sheri S. Tepper/Ray Garton,4.01,425127265,329,5/1/91,Berkley,
36450,Dracula Was a Woman: In Search of the Blood Countess of Transylvania,Raymond T. McNally,3.52,70456712,254,6/1/87,McGraw-Hill Companies,
36461,Proof of Concept,Larry Young/Damian Couceiro/Kieron Dwyer,3,1932051295,134,1/18/05,AIT Planet Lar,
36475,Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,4.12,039330700X,352,9/17/90,W. W. Norton & Company,
36489,Justice Oliver Wendell Holmes: Law and the Inner Self,G. Edward White,3.67,195101286,648,12/19/95,Oxford University Press  USA,
36492,Oliver Wendell Holmes in Paris: Medicine  Theology  and the Autocrat of the Breakfast Table,William C. Dowling,5,1584655801,179,2/28/07,University Press of New England,
36505,Evermore,James Robert Smith/Stephen Mark Rainey/Joel Lane/Gary Fry/John Morressy/Kealan Patrick Burke/Manly Wade Wellman/Fred Chappell/Charlee Jacob/F. Gwynplaine MacIntyre/Steve Rasnic Tem/Thomas F. Monteleone/Rick Hautala/Melanie Tem/Trey R. Baker/Ken Goldman/Vincent Starrett/Tom Piccirilli,3.31,870541854,237,10/1/06,Arkham House Publishers,
36507,The Azathoth Cycle: Tales of the Blind Idiot God,Robert M. Price/Edward Pickman Derby/Peter Cannon/Stephen Mark Rainey/Lin Carter/Henry Kuttner/Ramsey Campbell/Thomas Ligotti/Richard L. Tierney/Gary    Myers/Donald R. Burleson/C.J. Henderson/Stephen Studach/John Glasby/Allen Mackey,3.75,1568820402,260,3/1/95,Chaosium,
36522,Rethinking the Economics of War: The Intersection of Need  Creed  and Greed,Cynthia J. Arnson/I. William Zartman,3.5,801882982,320,9/8/05,Woodrow Wilson Center Press / Johns Hopkins University Press,
36530,Narrative of the Life of Frederick Douglass: An American Slave  Written by Himself,Frederick Douglass/David W. Blight,4.02,312257376,188,12/25/02,Bedford Books,
36532,Narrative of the Life of Frederick Douglass: An American Slave,Frederick Douglass/Gregory Stephens/Peter J. Gomes,4.02,451529944,144,6/7/05,Signet Book,
36533,Narrative of the Life of Frederick Douglass: An American Slave  Written by Himself,Frederick Douglass,4.02,074348777X,208,11/1/04,Simon  Schuster,
36535,Autobiographies: Narrative of the Life of Frederick Douglass / My Bondage and My Freedom / Life and Times of Frederick Douglass,Frederick Douglass/Henry Louis Gates Jr.,4.35,940450798,1132,2/1/94,Library of America,
36536,Narrative of the Life of Frederick Douglass  an American Slave / Incidents in the Life of a Slave Girl,Frederick Douglass/Harriet Ann Jacobs/Kwame Anthony Appiah,4.01,345478231,464,12/28/04,Modern Library,
36550,Antes que anochezca,Reinaldo Arenas,4.17,8483105020,343,2/28/08,TusQuets,
36555,Hallucinations: or  The Ill-Fated Peregrinations of Fray Servando,Reinaldo Arenas/Andrew Hurley/Thomas Colchie,4.09,142000191,288,12/31/01,Penguin Books,
36556,The Assault,Reinaldo Arenas/Andrew Hurley/Thomas Colchie,3.79,140157182,176,6/1/95,Penguin Books,
36567,Cold As Ice (Ice  #2),Anne Stuart,3.81,778323560,360,10/24/06,Mira Books,
36568,Shadow Lover,Anne Stuart,3.81,451408691,320,3/1/99,Onyx,
36569,Ice Blue (Ice  #3),Anne Stuart,3.94,778324788,378,3/27/07,Mira Books,
36570,The Devil's Waltz,Anne Stuart,3.74,778322734,363,1/24/06,Mira,
36571,Shadows At Sunset,Anne Stuart,3.63,1551665719,384,8/25/00,MIRA,
36572,To Love a Dark Lord,Anne Stuart,3.82,380776049,409,2/24/94,Avon Books,
36573,Ritual Sins,Anne Stuart,3.68,451192524,396,10/1/97,Onyx,
36575,Prince of Magic,Anne Stuart,3.64,082176053X,348,12/1/98,Zebra,
36598,Bound for Oregon,Jean Van Leeuwen/James Watling/R.W. Alley,3.8,140383190,176,11/1/96,Puffin Books,
36606,Oliver and Albert  Friends Forever (Easy-to-Read  Puffin),Jean Van Leeuwen/Ann Schweninger,3.61,142300845,48,3/18/02,Puffin,
36609,Midnight Brunch (Casa Dracula  #2),Marta Acosta,3.8,1416520392,336,4/24/07,Gallery Books,
36636,Midnight Is a Place,Joan Aiken,3.92,618196250,304,10/28/02,HMH Books for Young Readers,
36637,Black Hearts in Battersea (The Wolves Chronicles  #2),Joan Aiken/Edward Gorey,4.13,395971284,240,10/25/99,HMH Books for Young Readers,
36639,A Small Pinch of Weather,Joan Aiken,4.26,6754899,239,1/1/00,HarperCollins Publishers,
36641,The Cuckoo Tree (The Wolves Chronicles  #6),Joan Aiken,4.04,618070230,304,9/25/00,HMH Books for Young Readers,
36644,Nightbirds on Nantucket (The Wolves Chronicles  #3),Joan Aiken,4.13,395971853,218,10/25/99,HMH Books for Young Readers,
36652,Seminole Song,Vella Munn,3.71,812538838,320,3/15/98,Forge,
36664,Mary Engelbreit's Home Companion,Charlotte Lyons/Mary Engelbreit/Barbara E. Martin,4.12,836246217,128,8/1/94,Andrews McMeel Publishing,
36665,Mary Engelbreit's Mother Goose: One Hundred Best-Loved Verses,Mary Engelbreit/Leonard S. Marcus,4.37,60081716,128,9/20/05,HarperCollins,
36666,Save the Date: A Spirituality of Dating  Love  Dinner  and the Divine,Jason King,3.6,824521234,191,9/1/03,Crossroad Publishing Company,
36667,Killing the Imposter God: Philip Pullman's Spiritual Imagination in His Dark Materials,Donna Freitas/Jason Edward King,3.67,787982377,224,9/1/07,Jossey-Bass,
36677,Teaching the World's Children: ESL for Ages Three to Seven (The Pippin Teacher's Library),Mary Ashworth/H. Patricia Wakefield,3.4,887511120,101,5/13/04,Pippin Publishing,
36679,Seven Miles a Second,David Wojnarowicz/James Romberger/Marguerite Van Cook,4.04,1563892472,59,5/1/96,DC Comics,
36681,Drop The Rock: Removing Character Defects - Steps Six and Seven,Bill Pittman/Todd W. Hall/Sara S./Todd W.,4.44,1592851614,132,2/11/05,Hazelden Publishing,
36706,The Oxford Dictionary of Quotations,Elizabeth Knowles,4.2,198601735,1536,11/25/99,Oxford University Press  USA,
36715,Liberty Before Liberalism,Quentin Skinner,3.9,521638763,156,1/13/98,Cambridge University Press,
36717,The Return of Grand Theory in the Human Sciences,Quentin Skinner,3.88,521398339,224,9/13/90,Cambridge University Press,
36768,Symptomatic,Danzy Senna,3.32,1594480672,220,2/1/05,Riverhead Books,
36775,Tales of Magick: Dark Adventure,Phil Brucato/Aaron Rosenberg,3.45,1565044045,96,12/10/99,White Wolf Games Studio,
36822,Doctor Tandy's First Guide to Life Extension and Transhumanity,Charles Tandy/Raël/William Faloon/R. Michael Perry/Robin Hanson/Nick Bostrom/Robert A. Freitas Jr./Christopher J. Phoenix/Avatar Polymorph/Jim Yount,4,1581126506,292,12/28/01,Universal Publishers,
36853,Tyrannosaurus Wrecks (Stanley  #1),Laura Driscoll/Alisa Klayman-Grodsky/Eric     Weiner,5,786845031,24,2/1/03,Disney Press,
36859,Bailando al rescate (Dora La Exploradora),Dave Aikins/Laura Driscoll,3.47,1416915044,24,9/1/05,Libros para ninos,
36865,Richard Kern  Action,Richard Kern/Dian Hanson,3.84,3822856495,280,2/1/07,Taschen,
36893,On Film (Thinking in Action),Stephen Mulhall,3.9,415247969,152,12/23/01,Routledge,
36904,Warren G. Harding (The American Presidents  #29),John W. Dean/Arthur M. Schlesinger Jr.,3.73,805069569,202,1/7/04,Times Books,
36925,Prince of the City,Keith Herber,3.56,1565048202,317,3/1/95,White Wolf Games Studio,
36926,Spawn of Azathoth: Herald of the End of Time (Call of Cthulhu RPG),Keith Herber,3.79,1568821786,197,5/1/05,Chaosium,
36946,Random House Crossword Mega Omnibus  Volume 1,United Feature Syndication,0,081292763X,336,7/22/97,Random House Puzzles & Games,
36952,Chester,Syd Hoff,3.74,64440958,64,4/18/86,HarperCollins,
36953,Stanley,Syd Hoff,3.61,60225351,64,12/31/92,HarperCollins Publishers,
36956,Grizzwold,Syd Hoff,3.82,64440575,64,9/5/84,HarperCollins,
36958,Captain Cat,Syd Hoff,3.65,64441768,48,4/22/94,HarperCollins,
37003,Once Upon a Gulf Coast Summer,Susan    Oliver,3.44,805427775,368,1/15/04,B Fiction,
37023,Margaret Atwood's Power: Mirrors  Reflections and Images in Select Fiction and Poetry,Shannon Hengen,3.43,092900549X,176,10/6/93,Sumach Press,
37024,The Bears on Hemlock Mountain,Alice Dalgliesh/Helen Sewell,3.79,689716044,58,10/31/92,Aladdin,
37027,Hoodwinked,Quentin Carter,4.43,976234963,277,9/1/05,Triple Crown Publications,
37032,The Risk of Darkness (Simon Serrailler  #3),Susan Hill,3.95,701179791,320,7/1/06,Chatto & Windus,
37033,The Pure in Heart (Simon Serrailler  #2),Susan Hill,3.92,701176814,370,6/2/05,Chatto  Windus,
37034,The Woman in Black,Susan Hill/John Lawrence,3.71,1567921892,138,12/1/01,David R. Godine Publisher,
37036,The Pure in Heart (Simon Serrailler  #2),Susan Hill,3.92,99462109,320,6/1/06,Vintage,
37040,The Various Haunts of Men (Simon Serrailler #1),Susan Hill,3.82,1585678767,438,4/19/07,Harry N. Abrams,
37043,Septem Quae Supersunt Tragoediae,Aeschylus/Denys L. Page,4.1,198145705,352,1/11/73,Clarendon Press,
37051,鋼の錬金術師 1 [Hagane no Renkinjutsushi 1] (Fullmetal Alchemist  #1),Hiromu Arakawa,4.5,4757506201,180,1/20/02,ガンガンコミックス,
37052,鋼の錬金術師 4 (Fullmetal Alchemist  #4),Hiromu Arakawa,4.55,4757508557,184,1/20/03,ガンガンコミックス,
37053,鋼の錬金術師 5 (Fullmetal Alchemist  #5),Hiromu Arakawa,4.56,4757509669,188,6/21/03,ガンガンコミックス,
37054,鋼の錬金術師 3 (Fullmetal Alchemist  #3),Hiromu Arakawa,4.56,4757507917,182,9/21/02,ガンガンコミックス,
37055,鋼の錬金術師 8 (Fullmetal Alchemist 8),Hiromu Arakawa,4.57,4757512309,192,7/22/04,ガンガンコミックス,
37057,Love's Executioner  And Other Tales Of Psychotherapy,Irvin D. Yalom,4.21,140128468,270,1/31/95,Penguin Books,
37058,The Brothers Karamazov,Fyodor Dostoyevsky/Thomas R. Beyer Jr./Simon Vance,4.32,1596440783,16,5/1/05,Hovel Audio,
37060,Old Filth (Old Filth  #1),Jane Gardam,3.93,1933372133,290,6/1/06,Europa Editions,
37061,Filth,Irvine Welsh,3.73,99284294,393,7/1/99,Vintage,
37063,The Gospel of Filth: A Bible of Decadence & Darkness,Gavin Baddeley/Dani Filth,4.45,9781903254,544,2/5/10,Fab Press,
37064,Divine Filth: Lost Writings (Modern Classics),Georges Bataille,3.88,1840681128,160,9/15/04,Creation Books,
